graph,tags,nodes,edges,algorithm,crossings,mean_edge_length,edge_length_var,path_continuity,runtime_s,status
urban_streets/new-delhi,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",252,328,community_collapse,9,0.043065661409225076,0.00047618662829336555,50.61988469630284,0.53,ok
ugandan_village/health-advice_10,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",204,820,community_collapse,22939,0.1474050306190547,0.007673455324151172,71.00642944598845,3.42,ok
urban_streets/new-york,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",248,418,community_collapse,48,0.05107497650283294,0.0006275661843366827,45.68867178803616,0.79,ok
urban_streets/walnut-creek,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",169,196,community_collapse,6,0.03808618765407689,0.0004489378693339321,51.473052169171325,0.23,ok
urban_streets/london,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",488,729,community_collapse,6,0.0301225195223035,0.00020478855049564033,49.8382657712687,2.5,ok
zebras,"[""Animal"", ""Metadata"", ""Social"", ""Unweighted""]",23,105,community_collapse,557,0.19214084500016426,0.0413357002991613,78.26872527098925,0.08,ok
windsurfers,"[""Offline"", ""Social"", ""Weighted""]",43,336,community_collapse,4808,0.2549731224870811,0.035963856455957115,42.235473524533624,0.59,ok
urban_streets/bologna,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",541,771,community_collapse,70,0.03047825569016182,0.0002482561690627116,50.26615735295963,4.24,ok
urban_streets/vienna,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",467,691,community_collapse,65,0.03204370030230126,0.0002618626541044829,50.90660322280024,2.12,ok
ugandan_village/health-advice_16,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",349,862,community_collapse,18697,0.12382186352834937,0.005109386920662319,70.08008467337126,3.9,ok
urban_streets/savannah,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",584,958,community_collapse,92,0.03173827981765105,0.00025147297751403394,48.456894084883615,4.57,ok
